ActivityID,Name,Location,Type,Cost,Duration,Rating
27166,Louvre Museum_27166,London,Family-friendly,177,4,3.8
27167,Tokyo Skytree_27167,Sydney,Outdoor,181,5,4.0
27168,Central Park_27168,Bangkok,Family-friendly,20,6,4.9
27169,Ueno Zoo_27169,Paris,Cultural,193,2,4.8
27170,Colosseum_27170,Tokyo,Cultural,56,4,3.4
27171,Sydney Opera House_27171,Bangkok,Cultural,195,7,3.7
27172,Sagrada Familia_27172,Paris,Scenic,31,7,4.7
27173,Grand Palace_27173,London,Family-friendly,179,6,4.8
27174,Table Mountain_27174,Barcelona,Family-friendly,81,4,4.1
27175,Christ the Redeemer_27175,London,Cultural,85,2,3.9
27176,Eiffel Tower_27176,Paris,Family-friendly,7,1,4.9
27177,Shinjuku Gyoen_27177,Rio de Janeiro,Historical,176,1,4.3
27178,Statue of Liberty_27178,Rome,Outdoor,144,6,4.1
27179,British Museum_27179,Rome,Family-friendly,12,7,4.3
27180,Pantheon_27180,New York,Scenic,41,8,3.8
27181,Louvre Museum_27181,London,Historical,48,3,4.9
27182,Tokyo Skytree_27182,Cape Town,Cultural,193,8,4.8
27183,Central Park_27183,Barcelona,Family-friendly,0,4,4.7
27184,Ueno Zoo_27184,Paris,Cultural,115,2,4.9
27185,Colosseum_27185,New York,Outdoor,196,2,3.3
27186,Sydney Opera House_27186,Paris,Scenic,189,3,3.1
27187,Sagrada Familia_27187,Sydney,Scenic,90,1,3.2
27188,Grand Palace_27188,Paris,Cultural,0,2,3.5
27189,Table Mountain_27189,Cape Town,Cultural,66,6,4.8
27190,Christ the Redeemer_27190,Rio de Janeiro,Family-friendly,176,1,3.5
27191,Eiffel Tower_27191,Cape Town,Outdoor,154,6,4.9
27192,Shinjuku Gyoen_27192,London,Outdoor,28,4,3.7
27193,Statue of Liberty_27193,Paris,Historical,105,7,4.0
27194,British Museum_27194,Rio de Janeiro,Scenic,140,8,3.2
27195,Pantheon_27195,Rome,Historical,74,5,4.1
27196,Louvre Museum_27196,Tokyo,Outdoor,37,7,4.7
27197,Tokyo Skytree_27197,London,Historical,109,1,4.3
27198,Central Park_27198,Rome,Outdoor,13,1,4.2
27199,Ueno Zoo_27199,Rio de Janeiro,Historical,64,2,3.2
27200,Colosseum_27200,Paris,Outdoor,0,1,3.0
27201,Sydney Opera House_27201,Rio de Janeiro,Historical,136,2,4.0
27202,Sagrada Familia_27202,Barcelona,Cultural,169,7,4.7
27203,Grand Palace_27203,Tokyo,Outdoor,157,6,3.1
27204,Table Mountain_27204,Rio de Janeiro,Outdoor,187,1,4.8
27205,Christ the Redeemer_27205,Bangkok,Historical,157,8,3.7
27206,Eiffel Tower_27206,Rio de Janeiro,Cultural,161,5,4.8
27207,Shinjuku Gyoen_27207,Bangkok,Cultural,118,7,4.9
27208,Statue of Liberty_27208,Rio de Janeiro,Historical,91,1,3.3
27209,British Museum_27209,Bangkok,Scenic,60,8,4.7
27210,Pantheon_27210,New York,Family-friendly,60,5,3.5
27211,Louvre Museum_27211,Rome,Cultural,105,3,4.0
27212,Tokyo Skytree_27212,Sydney,Cultural,88,7,4.3
27213,Central Park_27213,New York,Scenic,145,8,3.8
27214,Ueno Zoo_27214,Cape Town,Family-friendly,142,3,3.9
27215,Colosseum_27215,Rome,Outdoor,157,1,4.7
27216,Sydney Opera House_27216,Tokyo,Outdoor,186,1,4.7
27217,Sagrada Familia_27217,London,Scenic,103,4,3.3
27218,Grand Palace_27218,Sydney,Outdoor,77,3,5.0
27219,Table Mountain_27219,Barcelona,Historical,177,6,4.8
27220,Christ the Redeemer_27220,Rio de Janeiro,Family-friendly,62,7,3.4
27221,Eiffel Tower_27221,Rome,Outdoor,41,8,4.2
27222,Shinjuku Gyoen_27222,Cape Town,Outdoor,42,7,3.2
27223,Statue of Liberty_27223,Paris,Outdoor,197,6,4.7
27224,British Museum_27224,Rome,Scenic,76,1,3.4
27225,Pantheon_27225,Sydney,Scenic,144,6,4.1
27226,Louvre Museum_27226,Paris,Cultural,13,6,3.4
27227,Tokyo Skytree_27227,Bangkok,Outdoor,17,5,3.5
27228,Central Park_27228,London,Family-friendly,116,7,3.3
27229,Ueno Zoo_27229,Sydney,Scenic,148,6,3.8
27230,Colosseum_27230,Barcelona,Scenic,53,7,3.2
27231,Sydney Opera House_27231,Bangkok,Outdoor,96,5,4.5
27232,Sagrada Familia_27232,Rome,Historical,56,3,4.0
27233,Grand Palace_27233,Cape Town,Family-friendly,86,1,4.8
27234,Table Mountain_27234,Paris,Family-friendly,196,5,4.1
27235,Christ the Redeemer_27235,Rio de Janeiro,Outdoor,197,8,4.0
27236,Eiffel Tower_27236,Sydney,Family-friendly,76,6,4.3
27237,Shinjuku Gyoen_27237,Bangkok,Scenic,119,4,3.6
27238,Statue of Liberty_27238,London,Outdoor,10,3,4.6
27239,British Museum_27239,Rio de Janeiro,Outdoor,75,5,4.4
27240,Pantheon_27240,Rome,Outdoor,15,3,3.5
27241,Louvre Museum_27241,Paris,Scenic,133,4,4.4
27242,Tokyo Skytree_27242,Sydney,Family-friendly,13,8,4.0
27243,Central Park_27243,Rio de Janeiro,Scenic,104,8,3.2
27244,Ueno Zoo_27244,Cape Town,Outdoor,60,8,3.4
27245,Colosseum_27245,Paris,Historical,150,6,5.0
27246,Sydney Opera House_27246,New York,Outdoor,35,6,3.8
27247,Sagrada Familia_27247,Barcelona,Outdoor,169,5,3.1
27248,Grand Palace_27248,Paris,Outdoor,130,6,4.6
27249,Table Mountain_27249,New York,Family-friendly,42,8,4.1
27250,Christ the Redeemer_27250,Rio de Janeiro,Outdoor,61,7,3.8
27251,Eiffel Tower_27251,Rome,Outdoor,136,4,4.6
27252,Shinjuku Gyoen_27252,Rome,Scenic,47,7,3.6
27253,Statue of Liberty_27253,New York,Cultural,103,5,3.1
27254,British Museum_27254,Paris,Outdoor,110,3,4.1
27255,Pantheon_27255,London,Outdoor,197,6,3.1
27256,Louvre Museum_27256,Tokyo,Outdoor,71,3,4.4
27257,Tokyo Skytree_27257,Sydney,Outdoor,103,2,3.2
27258,Central Park_27258,Cape Town,Scenic,40,2,4.5
27259,Ueno Zoo_27259,Rio de Janeiro,Family-friendly,20,1,4.8
27260,Colosseum_27260,New York,Scenic,47,3,4.9
27261,Sydney Opera House_27261,Sydney,Cultural,158,5,4.6
27262,Sagrada Familia_27262,Cape Town,Scenic,149,3,4.3
27263,Grand Palace_27263,Rome,Family-friendly,161,4,3.0
27264,Table Mountain_27264,Rio de Janeiro,Historical,144,7,4.1
27265,Christ the Redeemer_27265,Paris,Outdoor,78,2,4.4
27266,Eiffel Tower_27266,Bangkok,Family-friendly,67,4,3.0
27267,Shinjuku Gyoen_27267,London,Family-friendly,83,1,5.0
27268,Statue of Liberty_27268,Rome,Cultural,13,5,4.0
27269,British Museum_27269,New York,Scenic,121,5,3.1
27270,Pantheon_27270,Paris,Outdoor,191,1,4.4
27271,Louvre Museum_27271,London,Cultural,142,5,3.3
27272,Tokyo Skytree_27272,Tokyo,Historical,67,7,3.2
27273,Central Park_27273,Rio de Janeiro,Historical,169,2,3.4
27274,Ueno Zoo_27274,Bangkok,Cultural,192,8,4.4
27275,Colosseum_27275,Bangkok,Historical,152,4,4.0
27276,Sydney Opera House_27276,Bangkok,Cultural,0,7,4.9
27277,Sagrada Familia_27277,Rome,Historical,34,4,3.6
27278,Grand Palace_27278,Cape Town,Outdoor,188,8,4.9
27279,Table Mountain_27279,Barcelona,Family-friendly,158,8,3.7
27280,Christ the Redeemer_27280,Bangkok,Outdoor,103,4,4.7
27281,Eiffel Tower_27281,Sydney,Family-friendly,92,8,4.9
27282,Shinjuku Gyoen_27282,Rio de Janeiro,Cultural,155,6,3.4
27283,Statue of Liberty_27283,Sydney,Outdoor,20,8,3.5
27284,British Museum_27284,Tokyo,Historical,123,1,4.7
27285,Pantheon_27285,Rome,Scenic,107,5,4.6
27286,Louvre Museum_27286,Tokyo,Outdoor,20,1,4.2
27287,Tokyo Skytree_27287,Cape Town,Family-friendly,194,4,3.7
27288,Central Park_27288,Barcelona,Historical,32,1,4.2
27289,Ueno Zoo_27289,Rome,Scenic,24,6,3.3
27290,Colosseum_27290,Cape Town,Family-friendly,76,1,4.8
27291,Sydney Opera House_27291,New York,Outdoor,54,7,4.4
27292,Sagrada Familia_27292,London,Outdoor,15,3,4.2
27293,Grand Palace_27293,Paris,Historical,1,8,4.5
27294,Table Mountain_27294,Cape Town,Historical,40,7,4.2
27295,Christ the Redeemer_27295,Cape Town,Outdoor,128,7,4.5
27296,Eiffel Tower_27296,New York,Outdoor,188,1,3.8
27297,Shinjuku Gyoen_27297,Rio de Janeiro,Cultural,54,1,3.6
27298,Statue of Liberty_27298,Sydney,Historical,187,2,3.6
27299,British Museum_27299,Cape Town,Outdoor,11,8,3.9
27300,Pantheon_27300,Barcelona,Historical,98,8,4.9
27301,Louvre Museum_27301,Cape Town,Scenic,160,7,4.3
27302,Tokyo Skytree_27302,Rome,Family-friendly,98,7,3.1
27303,Central Park_27303,Tokyo,Historical,162,6,3.5
27304,Ueno Zoo_27304,Rio de Janeiro,Historical,132,2,4.2
27305,Colosseum_27305,Barcelona,Cultural,105,3,4.7
27306,Sydney Opera House_27306,New York,Cultural,177,5,4.5
27307,Sagrada Familia_27307,London,Historical,42,1,4.8
27308,Grand Palace_27308,London,Outdoor,176,4,3.2
27309,Table Mountain_27309,New York,Historical,60,5,4.1
27310,Christ the Redeemer_27310,Barcelona,Outdoor,129,3,4.6
27311,Eiffel Tower_27311,Paris,Scenic,27,3,4.6
27312,Shinjuku Gyoen_27312,Sydney,Scenic,33,2,3.1
27313,Statue of Liberty_27313,Cape Town,Scenic,114,4,4.5
27314,British Museum_27314,Barcelona,Historical,118,8,4.3
27315,Pantheon_27315,Rio de Janeiro,Family-friendly,88,2,3.5
27316,Louvre Museum_27316,Rome,Cultural,137,5,3.2
27317,Tokyo Skytree_27317,New York,Family-friendly,79,6,4.7
27318,Central Park_27318,Bangkok,Family-friendly,55,3,3.5
27319,Ueno Zoo_27319,Barcelona,Family-friendly,6,2,3.1
27320,Colosseum_27320,Bangkok,Family-friendly,160,8,3.9
27321,Sydney Opera House_27321,Rome,Historical,133,3,3.9
27322,Sagrada Familia_27322,Cape Town,Family-friendly,133,2,4.8
27323,Grand Palace_27323,London,Family-friendly,44,3,3.2
27324,Table Mountain_27324,Tokyo,Family-friendly,69,1,3.7
27325,Christ the Redeemer_27325,Bangkok,Family-friendly,28,6,3.7
27326,Eiffel Tower_27326,London,Outdoor,70,1,3.4
27327,Shinjuku Gyoen_27327,Paris,Historical,193,4,3.6
27328,Statue of Liberty_27328,Barcelona,Scenic,26,4,3.4
27329,British Museum_27329,Barcelona,Outdoor,58,1,4.6
27330,Pantheon_27330,New York,Scenic,109,3,4.6
27331,Louvre Museum_27331,Rio de Janeiro,Outdoor,154,6,3.9
27332,Tokyo Skytree_27332,London,Scenic,146,5,3.2
27333,Central Park_27333,Tokyo,Historical,129,7,3.0
27334,Ueno Zoo_27334,Sydney,Outdoor,115,4,3.5
27335,Colosseum_27335,Tokyo,Outdoor,151,6,4.8
27336,Sydney Opera House_27336,Cape Town,Outdoor,7,6,3.8
27337,Sagrada Familia_27337,Tokyo,Outdoor,168,8,4.9
27338,Grand Palace_27338,Bangkok,Family-friendly,65,4,3.2
27339,Table Mountain_27339,Cape Town,Historical,92,1,3.3
27340,Christ the Redeemer_27340,Cape Town,Outdoor,183,8,3.7
27341,Eiffel Tower_27341,New York,Outdoor,78,5,4.6
27342,Shinjuku Gyoen_27342,Rome,Scenic,109,5,4.5
27343,Statue of Liberty_27343,New York,Family-friendly,74,2,3.4
27344,British Museum_27344,Barcelona,Family-friendly,48,2,4.9
27345,Pantheon_27345,Sydney,Scenic,126,7,3.6
27346,Louvre Museum_27346,Sydney,Outdoor,190,7,4.1
27347,Tokyo Skytree_27347,Rio de Janeiro,Scenic,62,5,4.6
27348,Central Park_27348,Rome,Historical,135,1,4.7
27349,Ueno Zoo_27349,Barcelona,Family-friendly,179,5,3.2
27350,Colosseum_27350,Rio de Janeiro,Cultural,176,8,4.3
27351,Sydney Opera House_27351,Cape Town,Outdoor,177,6,3.7
27352,Sagrada Familia_27352,Rio de Janeiro,Historical,22,7,3.8
27353,Grand Palace_27353,Paris,Outdoor,103,2,3.8
27354,Table Mountain_27354,Barcelona,Cultural,125,2,3.5
27355,Christ the Redeemer_27355,New York,Cultural,72,1,3.2
27356,Eiffel Tower_27356,London,Scenic,126,7,4.3
27357,Shinjuku Gyoen_27357,New York,Family-friendly,160,3,3.1
27358,Statue of Liberty_27358,Bangkok,Outdoor,78,3,3.7
27359,British Museum_27359,New York,Cultural,41,8,3.4
27360,Pantheon_27360,London,Outdoor,127,4,4.9
27361,Louvre Museum_27361,Bangkok,Scenic,97,4,3.6
27362,Tokyo Skytree_27362,Tokyo,Family-friendly,138,7,4.4
27363,Central Park_27363,Bangkok,Family-friendly,94,4,3.1
27364,Ueno Zoo_27364,Rio de Janeiro,Scenic,182,5,3.5
27365,Colosseum_27365,Cape Town,Historical,84,8,3.5
27366,Sydney Opera House_27366,Rio de Janeiro,Scenic,21,4,4.8
27367,Sagrada Familia_27367,Paris,Scenic,76,8,3.7
27368,Grand Palace_27368,New York,Family-friendly,97,2,3.8
27369,Table Mountain_27369,New York,Scenic,182,2,3.7
27370,Christ the Redeemer_27370,London,Cultural,24,5,3.3
27371,Eiffel Tower_27371,Bangkok,Family-friendly,39,6,3.8
27372,Shinjuku Gyoen_27372,Rio de Janeiro,Scenic,170,2,4.4
27373,Statue of Liberty_27373,Paris,Cultural,188,3,4.0
27374,British Museum_27374,Paris,Scenic,74,5,3.6
27375,Pantheon_27375,Barcelona,Cultural,75,7,4.9
27376,Louvre Museum_27376,Sydney,Family-friendly,101,3,3.1
27377,Tokyo Skytree_27377,Rome,Historical,90,2,3.5
27378,Central Park_27378,Cape Town,Cultural,128,4,5.0
27379,Ueno Zoo_27379,Bangkok,Historical,1,8,3.4
27380,Colosseum_27380,Paris,Outdoor,129,4,3.3
27381,Sydney Opera House_27381,Cape Town,Outdoor,110,7,3.1
27382,Sagrada Familia_27382,Rome,Outdoor,140,1,4.0
27383,Grand Palace_27383,Bangkok,Outdoor,39,8,3.5
27384,Table Mountain_27384,Bangkok,Family-friendly,28,5,3.0
27385,Christ the Redeemer_27385,Rio de Janeiro,Scenic,100,6,4.5
27386,Eiffel Tower_27386,Sydney,Outdoor,160,8,4.6
27387,Shinjuku Gyoen_27387,Rome,Family-friendly,182,1,4.4
27388,Statue of Liberty_27388,Tokyo,Family-friendly,28,3,3.1
27389,British Museum_27389,Bangkok,Cultural,48,7,5.0
27390,Pantheon_27390,Barcelona,Cultural,85,7,3.9
27391,Louvre Museum_27391,Bangkok,Outdoor,40,3,3.5
27392,Tokyo Skytree_27392,Sydney,Family-friendly,172,1,4.5
27393,Central Park_27393,Sydney,Historical,98,7,3.4
27394,Ueno Zoo_27394,London,Family-friendly,78,4,3.5
27395,Colosseum_27395,Rio de Janeiro,Cultural,38,3,3.1
27396,Sydney Opera House_27396,Cape Town,Cultural,90,5,4.7
27397,Sagrada Familia_27397,Tokyo,Outdoor,156,7,3.6
27398,Grand Palace_27398,Cape Town,Family-friendly,26,4,3.4
27399,Table Mountain_27399,Cape Town,Cultural,85,5,3.2
27400,Christ the Redeemer_27400,Rio de Janeiro,Cultural,180,2,3.2
27401,Eiffel Tower_27401,Paris,Outdoor,169,6,3.2
27402,Shinjuku Gyoen_27402,Bangkok,Scenic,74,8,4.5
27403,Statue of Liberty_27403,London,Outdoor,51,6,3.8
27404,British Museum_27404,Bangkok,Outdoor,50,2,3.2
27405,Pantheon_27405,Cape Town,Cultural,148,8,4.3
27406,Louvre Museum_27406,Tokyo,Outdoor,121,8,3.4
27407,Tokyo Skytree_27407,Sydney,Outdoor,66,7,5.0
27408,Central Park_27408,Rio de Janeiro,Cultural,137,3,4.4
27409,Ueno Zoo_27409,Tokyo,Cultural,189,4,3.8
27410,Colosseum_27410,Sydney,Scenic,179,4,4.5
27411,Sydney Opera House_27411,Bangkok,Outdoor,7,1,3.6
27412,Sagrada Familia_27412,Rio de Janeiro,Historical,137,7,3.8
27413,Grand Palace_27413,Paris,Outdoor,180,8,4.9
27414,Table Mountain_27414,Cape Town,Outdoor,181,3,3.5
27415,Christ the Redeemer_27415,Rio de Janeiro,Scenic,187,8,3.2
27416,Eiffel Tower_27416,Rome,Cultural,127,2,4.1
27417,Shinjuku Gyoen_27417,Sydney,Scenic,112,5,3.3
27418,Statue of Liberty_27418,Cape Town,Historical,1,1,3.3
27419,British Museum_27419,Rio de Janeiro,Scenic,177,8,4.3
27420,Pantheon_27420,Barcelona,Historical,9,8,4.1
27421,Louvre Museum_27421,New York,Scenic,103,3,3.8
27422,Tokyo Skytree_27422,Barcelona,Scenic,156,5,3.7
27423,Central Park_27423,Cape Town,Outdoor,18,7,4.9
27424,Ueno Zoo_27424,London,Cultural,171,5,3.1
27425,Colosseum_27425,Cape Town,Scenic,128,1,3.4
27426,Sydney Opera House_27426,Rome,Cultural,69,5,3.8
27427,Sagrada Familia_27427,Cape Town,Historical,197,5,5.0
27428,Grand Palace_27428,Cape Town,Historical,57,6,3.6
27429,Table Mountain_27429,Bangkok,Scenic,75,6,4.2
27430,Christ the Redeemer_27430,Barcelona,Family-friendly,86,2,3.7
27431,Eiffel Tower_27431,London,Historical,22,7,3.8
27432,Shinjuku Gyoen_27432,Cape Town,Historical,125,8,4.1
27433,Statue of Liberty_27433,Paris,Scenic,146,6,3.3
27434,British Museum_27434,New York,Outdoor,170,4,4.9
27435,Pantheon_27435,Paris,Historical,193,1,3.9
27436,Louvre Museum_27436,Bangkok,Historical,45,5,3.4
27437,Tokyo Skytree_27437,Barcelona,Historical,145,5,3.4
27438,Central Park_27438,Tokyo,Scenic,105,4,4.4
27439,Ueno Zoo_27439,New York,Family-friendly,136,3,3.1
27440,Colosseum_27440,London,Scenic,124,6,3.6
27441,Sydney Opera House_27441,Rio de Janeiro,Historical,113,5,3.0
27442,Sagrada Familia_27442,Barcelona,Cultural,183,3,3.8
27443,Grand Palace_27443,Tokyo,Historical,34,7,4.4
27444,Table Mountain_27444,New York,Outdoor,144,6,3.0
27445,Christ the Redeemer_27445,Tokyo,Historical,16,4,4.2
27446,Eiffel Tower_27446,Rio de Janeiro,Historical,140,4,3.9
27447,Shinjuku Gyoen_27447,Paris,Family-friendly,187,2,4.4
27448,Statue of Liberty_27448,Sydney,Historical,134,3,3.6
27449,British Museum_27449,Tokyo,Cultural,75,8,4.7
27450,Pantheon_27450,Cape Town,Cultural,66,6,4.5
27451,Louvre Museum_27451,Cape Town,Cultural,49,5,3.9
27452,Tokyo Skytree_27452,Tokyo,Outdoor,113,8,4.9
27453,Central Park_27453,New York,Historical,98,6,3.1
27454,Ueno Zoo_27454,Rio de Janeiro,Historical,97,7,3.5
27455,Colosseum_27455,Cape Town,Family-friendly,193,2,3.3
27456,Sydney Opera House_27456,Cape Town,Historical,38,8,4.8
27457,Sagrada Familia_27457,Barcelona,Outdoor,118,7,3.3
27458,Grand Palace_27458,Tokyo,Historical,119,4,4.3
27459,Table Mountain_27459,Cape Town,Outdoor,37,1,4.1
27460,Christ the Redeemer_27460,New York,Family-friendly,130,6,3.2
27461,Eiffel Tower_27461,Paris,Cultural,99,8,4.8
27462,Shinjuku Gyoen_27462,Bangkok,Historical,74,2,3.8
27463,Statue of Liberty_27463,Paris,Outdoor,185,1,3.1
27464,British Museum_27464,Barcelona,Outdoor,5,4,3.9
27465,Pantheon_27465,Barcelona,Scenic,162,2,4.6
27466,Louvre Museum_27466,Rio de Janeiro,Family-friendly,198,4,3.9
27467,Tokyo Skytree_27467,Paris,Outdoor,148,7,4.7
27468,Central Park_27468,Tokyo,Outdoor,54,4,3.1
27469,Ueno Zoo_27469,Paris,Historical,37,7,3.1
27470,Colosseum_27470,Bangkok,Scenic,41,1,3.8
27471,Sydney Opera House_27471,Rio de Janeiro,Historical,60,3,4.4
27472,Sagrada Familia_27472,New York,Family-friendly,78,1,3.1
27473,Grand Palace_27473,London,Historical,158,5,3.4
27474,Table Mountain_27474,Bangkok,Scenic,192,5,3.4
27475,Christ the Redeemer_27475,New York,Outdoor,36,6,4.1
27476,Eiffel Tower_27476,Rio de Janeiro,Outdoor,108,4,3.3
27477,Shinjuku Gyoen_27477,Cape Town,Cultural,129,4,3.5
27478,Statue of Liberty_27478,New York,Cultural,27,6,3.7
27479,British Museum_27479,Barcelona,Outdoor,55,8,3.9
27480,Pantheon_27480,Cape Town,Cultural,36,7,4.0
27481,Louvre Museum_27481,Rio de Janeiro,Scenic,40,4,3.1
27482,Tokyo Skytree_27482,London,Family-friendly,65,8,3.5
27483,Central Park_27483,London,Outdoor,22,5,3.4
27484,Ueno Zoo_27484,Rome,Outdoor,27,6,4.3
27485,Colosseum_27485,Cape Town,Outdoor,143,7,4.5
27486,Sydney Opera House_27486,Barcelona,Outdoor,174,1,3.0
27487,Sagrada Familia_27487,Rome,Historical,168,4,3.0
27488,Grand Palace_27488,Rio de Janeiro,Scenic,130,8,3.1
27489,Table Mountain_27489,Bangkok,Historical,175,5,4.5
27490,Christ the Redeemer_27490,Paris,Cultural,56,8,4.2
27491,Eiffel Tower_27491,London,Cultural,36,7,4.1
27492,Shinjuku Gyoen_27492,Sydney,Historical,74,3,4.9
27493,Statue of Liberty_27493,Paris,Scenic,87,1,4.8
27494,British Museum_27494,Barcelona,Scenic,36,7,3.3
27495,Pantheon_27495,Bangkok,Family-friendly,162,4,4.4
27496,Louvre Museum_27496,Sydney,Cultural,99,5,4.0
27497,Tokyo Skytree_27497,Bangkok,Cultural,86,8,4.4
27498,Central Park_27498,Cape Town,Family-friendly,97,5,3.7
27499,Ueno Zoo_27499,Rio de Janeiro,Cultural,41,3,4.4
27500,Colosseum_27500,Barcelona,Scenic,135,8,4.5
27501,Sydney Opera House_27501,Cape Town,Family-friendly,78,3,3.5
27502,Sagrada Familia_27502,London,Family-friendly,8,1,4.5
27503,Grand Palace_27503,London,Scenic,135,2,4.3
27504,Table Mountain_27504,Sydney,Family-friendly,142,2,3.6
27505,Christ the Redeemer_27505,Sydney,Historical,116,6,4.4
27506,Eiffel Tower_27506,Bangkok,Outdoor,109,4,4.9
27507,Shinjuku Gyoen_27507,Paris,Outdoor,171,7,3.0
27508,Statue of Liberty_27508,Bangkok,Historical,72,2,3.1
27509,British Museum_27509,Bangkok,Scenic,124,1,5.0
27510,Pantheon_27510,London,Family-friendly,76,2,4.1
27511,Louvre Museum_27511,Tokyo,Historical,155,1,4.0
27512,Tokyo Skytree_27512,New York,Scenic,75,4,3.2
27513,Central Park_27513,London,Historical,108,6,3.3
27514,Ueno Zoo_27514,Tokyo,Outdoor,87,7,4.1
27515,Colosseum_27515,Sydney,Scenic,152,3,4.0
27516,Sydney Opera House_27516,Sydney,Historical,200,7,4.3
27517,Sagrada Familia_27517,Sydney,Cultural,90,8,3.4
27518,Grand Palace_27518,Paris,Cultural,146,8,4.4
27519,Table Mountain_27519,Sydney,Historical,191,2,3.5
27520,Christ the Redeemer_27520,Bangkok,Cultural,53,6,3.6
27521,Eiffel Tower_27521,Paris,Cultural,15,5,4.9
27522,Shinjuku Gyoen_27522,Sydney,Family-friendly,12,2,4.0
27523,Statue of Liberty_27523,New York,Scenic,111,3,4.7
27524,British Museum_27524,Tokyo,Cultural,154,7,4.6
27525,Pantheon_27525,Cape Town,Outdoor,134,6,3.5
27526,Louvre Museum_27526,Bangkok,Outdoor,187,7,4.0
27527,Tokyo Skytree_27527,Rio de Janeiro,Outdoor,86,8,3.5
27528,Central Park_27528,Rio de Janeiro,Scenic,143,4,3.9
27529,Ueno Zoo_27529,London,Cultural,189,6,3.2
27530,Colosseum_27530,Cape Town,Cultural,143,4,3.5
27531,Sydney Opera House_27531,Rome,Historical,185,4,3.1
27532,Sagrada Familia_27532,Rome,Historical,112,2,3.9
27533,Grand Palace_27533,Rome,Historical,30,4,3.9
27534,Table Mountain_27534,Paris,Family-friendly,54,8,4.7
27535,Christ the Redeemer_27535,Rome,Outdoor,133,8,4.1
27536,Eiffel Tower_27536,Sydney,Historical,29,3,4.5
27537,Shinjuku Gyoen_27537,Cape Town,Cultural,27,3,3.0
27538,Statue of Liberty_27538,Cape Town,Outdoor,25,7,4.8
27539,British Museum_27539,London,Family-friendly,135,4,3.3
27540,Pantheon_27540,Tokyo,Historical,74,1,3.7
27541,Louvre Museum_27541,Tokyo,Scenic,71,4,3.1
27542,Tokyo Skytree_27542,Rome,Outdoor,153,4,4.4
27543,Central Park_27543,Tokyo,Cultural,177,5,3.6
27544,Ueno Zoo_27544,Rome,Cultural,161,1,4.9
27545,Colosseum_27545,Bangkok,Family-friendly,43,8,3.8
27546,Sydney Opera House_27546,Paris,Outdoor,50,4,3.6
27547,Sagrada Familia_27547,Tokyo,Historical,58,8,4.1
27548,Grand Palace_27548,New York,Historical,109,4,3.7
27549,Table Mountain_27549,London,Historical,83,6,3.6
27550,Christ the Redeemer_27550,Sydney,Historical,81,4,3.9
27551,Eiffel Tower_27551,Paris,Outdoor,187,6,3.7
27552,Shinjuku Gyoen_27552,London,Cultural,9,3,3.9
27553,Statue of Liberty_27553,Barcelona,Outdoor,130,5,4.5
27554,British Museum_27554,Cape Town,Historical,28,1,4.5
27555,Pantheon_27555,Bangkok,Cultural,94,7,3.6
27556,Louvre Museum_27556,Tokyo,Family-friendly,63,3,3.9
27557,Tokyo Skytree_27557,Sydney,Family-friendly,64,5,4.1
27558,Central Park_27558,Barcelona,Outdoor,30,6,4.0
27559,Ueno Zoo_27559,Cape Town,Historical,53,2,4.2
27560,Colosseum_27560,Rio de Janeiro,Outdoor,8,5,4.8
27561,Sydney Opera House_27561,Tokyo,Outdoor,185,1,3.5
27562,Sagrada Familia_27562,Paris,Scenic,26,7,3.5
27563,Grand Palace_27563,Rio de Janeiro,Cultural,100,3,4.4
27564,Table Mountain_27564,Bangkok,Scenic,113,6,3.7
27565,Christ the Redeemer_27565,Bangkok,Cultural,43,6,4.9
27566,Eiffel Tower_27566,Rio de Janeiro,Cultural,84,3,3.0
27567,Shinjuku Gyoen_27567,Bangkok,Cultural,11,5,4.0
27568,Statue of Liberty_27568,Cape Town,Historical,119,7,3.8
27569,British Museum_27569,Paris,Scenic,57,3,4.9
27570,Pantheon_27570,New York,Outdoor,162,4,3.8
27571,Louvre Museum_27571,London,Historical,146,6,4.5
27572,Tokyo Skytree_27572,Rome,Historical,50,4,4.6
27573,Central Park_27573,Rome,Outdoor,18,1,3.6
27574,Ueno Zoo_27574,Sydney,Historical,181,6,4.0
27575,Colosseum_27575,Barcelona,Outdoor,133,4,3.1
27576,Sydney Opera House_27576,Cape Town,Cultural,48,6,4.5
27577,Sagrada Familia_27577,Rome,Outdoor,111,8,3.5
27578,Grand Palace_27578,Rome,Cultural,82,2,3.1
27579,Table Mountain_27579,Barcelona,Cultural,24,5,3.6
27580,Christ the Redeemer_27580,Bangkok,Cultural,191,1,3.2
27581,Eiffel Tower_27581,Rio de Janeiro,Family-friendly,88,1,3.6
27582,Shinjuku Gyoen_27582,Rome,Cultural,186,7,3.2
27583,Statue of Liberty_27583,Paris,Cultural,108,5,3.7
27584,British Museum_27584,London,Scenic,37,8,3.7
27585,Pantheon_27585,Barcelona,Cultural,53,5,4.1
27586,Louvre Museum_27586,Barcelona,Historical,135,4,4.7
27587,Tokyo Skytree_27587,Rome,Scenic,127,5,3.1
27588,Central Park_27588,Paris,Historical,12,2,3.6
27589,Ueno Zoo_27589,Tokyo,Family-friendly,176,8,4.2
27590,Colosseum_27590,Barcelona,Historical,123,2,4.8
27591,Sydney Opera House_27591,London,Scenic,171,4,4.7
